,title,desc,url
10,LEGO,"Lego (ле́го, от дат. Leg-godt — «играй хорошо») — серии конструктора, представляющие собой наборы деталей для сборки и моделирования разнообразных предметов. Наборы Lego выпускает группа корпораций Lego Group, главный офис которой находится в Дании. Компания была основана в 1932 году; её название выглядит и звучит как лат. и итал. lego — «собираю», хотя первоначально она выпускала не конструкторы, а обычные деревянные игрушки.
Основным продуктом корпорации Lego являются разноцветные пластмассовые кирпичики, маленькие фигурки и тому подобное. Из Lego можно собрать такие объекты, как транспортные средства, здания, а также движущихся роботов. Всё, что построено, затем можно разобрать, а детали использовать для создания других объектов.Корпорация Lego начала производство пластмассовых кирпичиков в 1949 году. С тех пор Lego расширила сферу своей деятельности, создавая фильмы, игры, конкурсы, а также семь тематических парков развлечений, первым и самым большим из которых является Legoland на полуострове Ютландия, в небольшом городке Биллунд (Дания) — город, полностью построенный из конструктора Lego.
По состоянию на 2021 год, Lego была крупнейшей компанией по производству игрушек в мире. В мире достаточно обычны выставки различных композиций из наборов LEGO: в Германии (Целле, Гамбург), Голландии (Амстердам), Великобритании (Лондон), Японии (Токио), Сингапуре. Компания переходит на экологичное производство. Конструктор будет производиться из пластиковых бутылок и стаканчиков из-под кофе.
В декабре 2013 года было завершено строительство и произведён запуск полноразмерного автомобиля из деталей Lego, работающего на поршнях, приводимых в движение сжатым воздухом. Разработчики утверждают, что на сооружение подобного чуда техники ушло около 500 тысяч деталей. Автомобиль развивает скорость до 30 км/ч.
3 марта 2022 года Lego Group и Ole Kirk’s Fond сделали пожертвование в размере 110 млн датских крон для поддержки семей и детей на Украине из-за вторжении России на Украину. «Мы поддерживаем украинский народ и всех, кто пострадал от разрушительного вторжения на Украину, и призываем к скорейшему и мирному прекращению конфликта», — говорится в сообщении.",https://ru.wikipedia.org/wiki/Lego
11,Lego,"Lego (ле́го, от дат. Leg-godt — «играй хорошо») — серии конструктора, представляющие собой наборы деталей для сборки и моделирования разнообразных предметов. Наборы Lego выпускает группа корпораций Lego Group, главный офис которой находится в Дании. Компания была основана в 1932 году; её название выглядит и звучит как лат. и итал. lego — «собираю», хотя первоначально она выпускала не конструкторы, а обычные деревянные игрушки.
Основным продуктом корпорации Lego являются разноцветные пластмассовые кирпичики, маленькие фигурки и тому подобное. Из Lego можно собрать такие объекты, как транспортные средства, здания, а также движущихся роботов. Всё, что построено, затем можно разобрать, а детали использовать для создания других объектов.Корпорация Lego начала производство пластмассовых кирпичиков в 1949 году. С тех пор Lego расширила сферу своей деятельности, создавая фильмы, игры, конкурсы, а также семь тематических парков развлечений, первым и самым большим из которых является Legoland на полуострове Ютландия, в небольшом городке Биллунд (Дания) — город, полностью построенный из конструктора Lego.
По состоянию на 2021 год, Lego была крупнейшей компанией по производству игрушек в мире. В мире достаточно обычны выставки различных композиций из наборов LEGO: в Германии (Целле, Гамбург), Голландии (Амстердам), Великобритании (Лондон), Японии (Токио), Сингапуре. Компания переходит на экологичное производство. Конструктор будет производиться из пластиковых бутылок и стаканчиков из-под кофе.
В декабре 2013 года было завершено строительство и произведён запуск полноразмерного автомобиля из деталей Lego, работающего на поршнях, приводимых в движение сжатым воздухом. Разработчики утверждают, что на сооружение подобного чуда техники ушло около 500 тысяч деталей. Автомобиль развивает скорость до 30 км/ч.
3 марта 2022 года Lego Group и Ole Kirk’s Fond сделали пожертвование в размере 110 млн датских крон для поддержки семей и детей на Украине из-за вторжении России на Украину. «Мы поддерживаем украинский народ и всех, кто пострадал от разрушительного вторжения на Украину, и призываем к скорейшему и мирному прекращению конфликта», — говорится в сообщении.",https://ru.wikipedia.org/wiki/Lego
12,Lego-анимация,"Lego-анима́ция — любительское хобби создавать анимационные фильмы с применением конструктора Lego, получившее распространение по всему миру.",https://ru.wikipedia.org/wiki/Lego-%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D1%86%D0%B8%D1%8F
13,Lego: Legends of Chima,"Legends of Chima («Легенды Чимы») – серия игрушек Lego, выпущенная в январе 2013 года. Серия игрушек включает сборные фигурки главных персонажей, наборы для конструирования боевых машин и игровые наборы конструкторов для настольных игр. Бренд «Legends of Chima» является медиафраншизой  : по мотивам серии игрушек американской телекомпанией Cartoon Network был выпущен одноименный мультсериал. Компания Warner Bros. Interactive Entertainment объявила о создании видеоигр, посвященных Легендам Чимы. 
(На данный момент снята с производства).",https://ru.wikipedia.org/wiki/Lego:_Legends_of_Chima
14,Lego: Приключения Клатча Пауэрса,"«Lego: Приключения Клатча Пауэрса» (англ. Lego: The Adventures of Clutch Powers) — полнометражный мультфильм, снятый Threshold Animation Studios по заказу корпорации Lego и выпущенный на DVD. От создателей мультфильма Все персонажи, транспортные средства и здания построены из деталей этого известного конструктора. Главными героями являются мини-фигурки людей.
При создании мультфильма использовалась технология CGI и Lego-анимация.
В мультфильме встречаются персонажи и конструкции из определённых тематических подборок, права на которые принадлежат исключительно Lego: Миссия на Марс, Космическая полиция III, Город, Горняки-проходчики, Замок, Агенты. Серии, разработанные совместно с другими компаниями (Индиана Джонс, Звёздные Войны), из-за возможных проблем с авторскими правами, а также из-за того, что они и так достаточно разрекламированы, в мультфильм включены не были.
В январе 2010 года появились афиши, изображавшие Клатча с мечом в руках, Клатча и его команду в антураже серии «Миссия на Марс», рыцаря, борющегося с Маллоком, и скелетов Скелли и Кость.",https://ru.wikipedia.org/wiki/Lego:_%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%9A%D0%BB%D0%B0%D1%82%D1%87%D0%B0_%D0%9F%D0%B0%D1%83%D1%8D%D1%80%D1%81%D0%B0
15,Lego Dimensions,"Lego Dimensions (Lego Измерения) — Lego-игра 2015 года в жанре action-adventure. Она была разработана студией Traveller's Tales, а изданием занималась Warner Bros. Interactive Entertainment. Была портирована для PlayStation 4, PlayStation 3, Wii U, Xbox One и Xbox 360. В игре присутствуют миры и персонажи из разных наборов LEGO. Имеет схожий формат со Skylanders и Disney Infinity.",https://ru.wikipedia.org/wiki/Lego_Dimensions
16,Lego Worlds,"Lego Worlds  — компьютерная игра 2015 года выпуска в жанрах открытый мир и песочница, разработанная TT Games и изданная Warner Bros. Interactive Entertainment для Windows. Первая версия игры вышла 1 июня 2015. Полноценная версия вышла 10 марта 2017 года.",https://ru.wikipedia.org/wiki/Lego_Worlds
17,Lego Бэтмен: В осаде,"«Lego Бэтмен: В осаде» — короткометражный телевизионный мультипликационный фильм, основанный на персонажах «DC Comics». Фильм является вторым в линейке «Lego DC Comics» и вышел 27 октября 2014 года на канале «Cartoon Network».",https://ru.wikipedia.org/wiki/Lego_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD:_%D0%92_%D0%BE%D1%81%D0%B0%D0%B4%D0%B5
18,Lego Бэтмен: Супергерои DC объединяются,"Lego Бэтмен: Супер-герои DC объединяются — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на видеоигре «Lego Batman 2: DC Super Heroes». Фильм был выпущен на Blu-ray и DVD 21 мая 2013 года.",https://ru.wikipedia.org/wiki/Lego_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD:_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC_%D0%BE%D0%B1%D1%8A%D0%B5%D0%B4%D0%B8%D0%BD%D1%8F%D1%8E%D1%82%D1%81%D1%8F
19,Lego Скуби-Ду!: Призрачный Голливуд,"«Lego Скуби-Ду!: Призрачный Голливуд» (англ. Lego Scooby-Doo! Haunted Hollywood) — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на произведении Хита Корсона и Дуана Капиззи о персонажах «Скуби-Ду». Является тридцать вторым в линейке полнометражных фильмов о Скуби-Ду и первым в серии «Lego Scooby-Doo!». Фильм был выпущен на Blu-ray и DVD 10 мая 2016 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!:_%D0%9F%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D1%87%D0%BD%D1%8B%D0%B9_%D0%93%D0%BE%D0%BB%D0%BB%D0%B8%D0%B2%D1%83%D0%B4
20,Lego Скуби-Ду!: Улётный пляж,"Lego Скуби-Ду!: Улётный пляж — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «Скуби-Ду». Является тридцать пятым в линейке полнометражных фильмов о Скуби-Ду и вторым в серии «Lego Scooby-Doo!». Фильм был выпущен на Blu-ray и DVD 25 июля 2017 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!:_%D0%A3%D0%BB%D1%91%D1%82%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BB%D1%8F%D0%B6
21,Lego Супергерои DC: Аквамен — Ярость Атлантиды,"Lego Супергерои DC: Аквамен — Ярость Атлантиды (англ. Lego DC Comics Super Heroes: Aquaman - Rage of Atlantis) — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «DC Comics». Фильм является восьмым в линейке «Lego DC Comics». Премьера картины состоялась 22 июля 2018 года на фестивале San Diego Comic-Con International в Сан-Диего.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%90%D0%BA%D0%B2%D0%B0%D0%BC%D0%B5%D0%BD_%E2%80%94_%D0%AF%D1%80%D0%BE%D1%81%D1%82%D1%8C_%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D1%8B
22,Lego Супергерои DC: Лига Справедливости против Лиги Бизарро,"Lego Супергерои DC: Лига Справедливости против Лиги Бизарро — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «DC Comics». Фильм является третьим в линейке «Lego DC Comics» и вышел 10 февраля 2015 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%9B%D0%B8%D0%B3%D0%B8_%D0%91%D0%B8%D0%B7%D0%B0%D1%80%D1%80%D0%BE
23,Lego Супергерои DC: Лига Справедливости — Атака Легиона Гибели!,"Lego Супергерои DC: Лига Справедливости — Атака Легиона Гибели! — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «DC Comics». Фильм является четвёртым в линейке «Lego DC Comics» и вышел 25 августа 2015 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%E2%80%94_%D0%90%D1%82%D0%B0%D0%BA%D0%B0_%D0%9B%D0%B5%D0%B3%D0%B8%D0%BE%D0%BD%D0%B0_%D0%93%D0%B8%D0%B1%D0%B5%D0%BB%D0%B8!
24,Lego Супергерои DC: Лига Справедливости — Космическая битва,"Lego Супергерои DC: Лига Справедливости – Космическая битва — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «DC Comics». Фильм является пятым в линейке «Lego DC Comics» и вышел 9 февраля 2016 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%E2%80%94_%D0%9A%D0%BE%D1%81%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B8%D1%82%D0%B2%D0%B0
25,Lego Супергерои DC: Лига Справедливости — Прорыв Готэм-Сити,"Lego Супергерои DC: Лига Справедливости — Прорыв Готэм-Сити — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «DC Comics». Фильм является шестым в линейке «Lego DC Comics» и вышел 21 июня 2016 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%E2%80%94_%D0%9F%D1%80%D0%BE%D1%80%D1%8B%D0%B2_%D0%93%D0%BE%D1%82%D1%8D%D0%BC-%D0%A1%D0%B8%D1%82%D0%B8
26,Lego Супергерои DC: Флэш,"Lego Супергерои DC: Флэш — мультипликационный фильм, предназначенный для домашнего просмотра и основанный на персонажах «DC Comics». Фильм является седьмым в линейке «Lego DC Comics» и вышел 13 февраля 2018 года.",https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%A4%D0%BB%D1%8D%D1%88
27,Miramax,"Miramax — американская кинокомпания, основанная в 1979 году братьями Бобом и Харви Вайнштейнами.",https://ru.wikipedia.org/wiki/Miramax
28,Netflix,"Netflix, Inc. — американская развлекательная компания, а также стриминговый сервис фильмов и сериалов. Основана 29 августа 1997 года Ридом Хастингсом и Марком Рэндольфом. Штаб-квартира находится в Лос-Гатосе, Калифорния.
С 2013 года Netflix производит собственные фильмы и сериалы, в том числе и анимационные, а также телепрограммы. В 2016 году компания выпустила 126 оригинальных сериалов и фильмов — больше, чем любой другой сетевой или кабельный канал. Их усилия по производству нового контента, обеспечению прав на дополнительный контент и диверсификации через 190 стран потребовали дополнительных капиталов, привлекаемых в том числе через займы. Суммарный долг в 2016 году составил 16,8 млрд долларов, по состоянию на сентябрь 2017 года он был уже 21,9 млрд долларов. При этом 6,5 миллиарда долларов — это долгосрочный долг, а остальная часть — долгосрочные обязательства. В октябре 2018 года Netflix объявила о привлечении ещё 2 миллиардов долларов для финансирования нового контента. По состоянию на январь 2021 года у компании насчитывается 203,7 млн подписчиков по всему миру, при этом компания потратила 11,8 млрд долларов на создание контента в 2020 году.",https://ru.wikipedia.org/wiki/Netflix
29,Universal Studios,"Universal Pictures (ранее известная как Universal Studios) — старейшая из ныне существующих голливудских киностудий. Основана Карлом Леммле в 1912 году. С 1915 по 1925 год — крупнейшая из кинокомпаний США. С 2004 года — производственное подразделение компании NBC Universal.
На логотипе изображён Земной шар, вокруг которого вращается подобие колец Сатурна с надписью: Universal («Вселенная»). под предводительством компании работают тематические парки в Голливуде, Орландо, Сингапуре и Осаке.",https://ru.wikipedia.org/wiki/Universal_Pictures
30,Wayback Machine,"Wayback Machine (с англ. — «Машина времени») — бесплатный онлайн-архив некоммерческой библиотеки «Архив Интернета». С помощью поисковых роботов Wayback Machine архивирует и делает общедоступной бо́льшую часть «открытого» интернета. Сервис был запущен в 1996 году, однако стал доступен для общественности только в 2001-м. За первые 20 лет существования Wayback Machine каталогизировал и сохранил коллекцию из более чем 286 млрд веб-страниц. Архивные снимки отображаются в формате HTML, JavaScript и CSS. Благодаря сохранённым в Wayback Machine документам пользователи могут отслеживать происходящие на сайтах изменения и сравнивать разные версии правок. По состоянию на январь 2023 года Wayback Machine предоставляет доступ к более чем 767 миллиардам сохранённых веб-страниц.",https://ru.wikipedia.org/wiki/Wayback_Machine
31,Английский язык,"Англи́йский язык (самоназвание — English, the English language) — язык англо-фризской подгруппы западной группы германской ветви индоевропейской языковой семьи. Английский язык — важнейший международный язык, что является следствием колониальной политики Британской империи в XIX и первой половине XX века, а также мирового влияния Соединённых Штатов Америки в XX—XXI веках. Является одним из наиболее распространённых языков в мире. Существует значительное разнообразие диалектов и говоров английского языка.
Английский язык возник в раннем Средневековье как потомок англосаксонского языка, на котором говорили англосаксы. Он стал родным для большинства населения Великобритании, а с территориальным ростом Британской империи распространился в Азию, Африку, Северную Америку и Австралию. После обретения независимости британскими колониями английский язык остался либо родным языком большей части населения (США, Канада, Австралия, Новая Зеландия), либо одним из официальных языков (Индия, Нигерия). Английский язык изучают в образовательных учреждениях многих стран как иностранный.
В СССР английский язык был введён в школьную программу в 1961—1962 учебном году как один из основных языков по постановлению Совета министров СССР от 27 мая 1961 г. № 468 «Об улучшении изучения иностранных языков».",https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
32,Бионикл: Легенда возрождается,"«Бионикл: Легенда возрождается» (англ. Bionicle: The Legend Reborn) — научно-фэнтезийный полнометражный мультфильм 2009 года, вышедший сразу на цифровых носителях, основанный на одноимённой серии экшен-фигурок от «Lego». В отличие от трилогии Miramax Films, дьстрибьюцией четвёртой части занималась Universal Pictures Home Entertainment. В центре сюжета фигурирует персонажи линейки 2009 года. «Легенда возрождается» была выпущена 15 сентября 2009 года в США и Канаде, 5 октября 2009 года в Великобритании и 2 сентября 2009 года в Австралии.",https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB:_%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D0%B0_%D0%B2%D0%BE%D0%B7%D1%80%D0%BE%D0%B6%D0%B4%D0%B0%D0%B5%D1%82%D1%81%D1%8F
33,Бионикл: Маска света,"«Бионикл: Маска света» (англ. Bionicle: Mask of Light) — полнометражный анимационный фильм, основанный на вселенной коллекционных экшен-фигурок Bionicle, выпускаемых компанией Lego. Фильм был создан в сотрудничестве с компанией Miramax и выпущен 16 сентября 2003 года сразу на видео.
Действие фильма разворачивается в мире Биониклов — биомеханических созданий, разбитых на племена по классическим элементам стихий — и повествует о приключениях двух друзей, которые пускаются на поиски владельца Маски света, таинственного артефакта, который поможет им победить Макуту — зловещее существо, терроризирующее деревню героев. Сюжет основан на официальной предыстории линейки игрушек 2002—2003 гг.
После выхода фильм некоторое время занимал верхние позиции в чартах домашнего VHS и DVD-кино и получил довольно высокие оценки от критиков. На волне успеха продюсерами впоследствии было выпущено ещё несколько продолжений.",https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB:_%D0%9C%D0%B0%D1%81%D0%BA%D0%B0_%D1%81%D0%B2%D0%B5%D1%82%D0%B0
34,Бионикл 2: Легенды Метру Нуи,"«Бионикл 2: Легенды Метру Нуи» (англ. Bionicle 2: Legends of Metru Nui) — научно-фэнтезийный полнометражный мультфильм 2004 года, вышедший сразу на цифровых носителях. Второй анимационный фильм в серии Bionicle и приквел «Бионикл: Маски света». Сюжет мультфильма охватывает сюжетную линию вселенной Bionicle 2004 года. Также является вторым фильмом франшизы, получивший рейтинг MPAA. Выпуск «Бионикл 2: Легенды Метру Нуи» состоялся 19 октября 2004 года на DVD и VHS.
В этом фильме Вакама рассказывает о событиях, произошедших задолго до жизни биониклов в Мата Нуи, во время которых он вместе со своими друзьями Ную, Матау, Оневой, Венуа и Нокамой были избраны новыми Тоа на острове Метру Нуи. Чтобы спасти город, они должны доказать, что являются достойными носить имя Тоа, обрести силы своих масок и защитить «сердце Метру Нуи». Тем не менее, они оказываются вовлечены в планы злого Макуты.
Фильм получил смешанные отзывы, при этом было отмечено заполнение сюжетных дыр из прошлой картины. В 2005 году было выпущено продолжение — «Бионикл 3: В паутине теней».",https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB_2:_%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D1%8B_%D0%9C%D0%B5%D1%82%D1%80%D1%83_%D0%9D%D1%83%D0%B8
35,Бионикл 3: В паутине теней,"«Бионикл 3: В паутине теней» (англ. Bionicle 3: Web of Shadows) — научно-фэнтезийный полнометражный мультфильм 2004 года, вышедший сразу на цифровых носителях. Третий анимационный фильм в серии Bionicle и приквел «Бионикл: Маски света», а также мидквел «Бионикл 2: Легенд Метру Нуи». Это первый фильм франшизы, которому не был присвоен рейтинг MPAA. Выпуск «Бионикл 3: В паутине теней» состоялся 19 октября 2004 года на DVD и VHS.
По сюжету, Тоа Метру возвращаются в свой родной город, Метру Нуи, чтобы спасти население Маторанов, которых они поклялись защищать. Все Матораны остаются в глубокой коме после событий предыдущего фильма. По прибытии, Тоа обнаруживают, что город наполнен паукообразными существами, известными как Висораки, которые захватывают Тоа и подвергают их мутации, в результате чего те превращаются в звероподобных существ, известных как Хордика. Тоа Хордика объединяются с Рахага, чтобы найти способ вернуться к своим первоначальным формам, при этом руководствуясь своей первостепенной целью — спасти маторанов.",https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB_3:_%D0%92_%D0%BF%D0%B0%D1%83%D1%82%D0%B8%D0%BD%D0%B5_%D1%82%D0%B5%D0%BD%D0%B5%D0%B9
